,%Incorrect,Heart of Algebra,Passport to Advanced Math,Problem Solving and Data Analysis,Additional Topics,MC,SA
605,0.013953488372093,0,0,1,0,0,1
606,0.0837209302325581,0,0,1,0,0,1
607,0.0883720930232558,1,0,0,0,0,1
608,0.0790697674418604,0,1,0,0,0,1
609,0.041860465116279,1,0,0,0,0,1
610,0.1953488372093023,1,0,0,0,0,1
611,0.0651162790697674,1,0,0,0,0,1
612,0.1534883720930232,0,0,1,0,0,1
613,0.213953488372093,0,0,1,0,0,1
614,0.1720930232558139,0,0,1,0,0,1
615,0.1069767441860465,0,0,1,0,0,1
616,0.1674418604651162,0,0,1,0,0,1
617,0.2837209302325581,0,0,1,0,0,1
618,0.3348837209302325,0,0,1,0,0,1
619,0.5813953488372093,0,1,0,0,0,1
620,0.3255813953488372,0,1,0,0,0,1
621,0.0883720930232558,0,0,1,0,0,1
622,0.2232558139534883,0,0,1,0,0,1
623,0.4,0,0,0,1,0,1
624,0.055813953488372,0,1,0,0,0,1
625,0.241860465116279,0,1,0,0,0,1
626,0.241860465116279,0,1,0,0,0,1
627,0.4325581395348837,0,0,0,1,0,1
628,0.3255813953488372,0,0,1,0,0,1
629,0.2976744186046511,0,1,0,0,0,1
630,0.0465116279069767,1,0,0,0,0,1
631,0.0325581395348837,1,0,0,0,0,1
632,0.2697674418604651,0,0,1,0,0,1
633,0.4837209302325581,0,1,0,0,0,1
634,0.0372093023255813,1,0,0,0,0,1
635,0.2837209302325581,0,0,0,1,0,1
636,0.4790697674418605,0,1,0,0,0,1
637,0.5023255813953489,0,1,0,0,0,1
